Freq.	V(vi)/I(C)
Step Information: Run=1  (Run: 1/100)
5.62341325190348e+001	-2.14386653922421e+005,8.65112197308204e+007
5.75439937337156e+001	-2.14386653922421e+005,8.45419839512445e+007
5.88843655355588e+001	-2.14386653922421e+005,8.26175734506049e+007
6.02559586074357e+001	-2.14386653922421e+005,8.07369678809818e+007
6.16595001861481e+001	-2.14386653922421e+005,7.88991701204092e+007
6.30957344480192e+001	-2.14386653922421e+005,7.71032057441885e+007
6.45654229034654e+001	-2.14386653922421e+005,7.53481225082349e+007
6.60693448007595e+001	-2.14386653922421e+005,7.36329898441855e+007
6.76082975391980e+001	-2.14386653922421e+005,7.19568983659993e+007
6.91830970918935e+001	-2.14386653922421e+005,7.03189593877889e+007
7.07945784384136e+001	-2.14386653922421e+005,6.87183044526274e+007
7.24435960074988e+001	-2.14386653922421e+005,6.71540848720810e+007
7.41310241300916e+001	-2.14386653922421e+005,6.56254712762231e+007
7.58577575029182e+001	-2.14386653922421e+005,6.41316531738917e+007
7.76247116628690e+001	-2.14386653922421e+005,6.26718385229559e+007
7.94328234724279e+001	-2.14386653922421e+005,6.12452533103648e+007
8.12830516164097e+001	-2.14386653922421e+005,5.98511411417556e+007
8.31763771102669e+001	-2.14386653922421e+005,5.84887628404033e+007
8.51138038202374e+001	-2.14386653922421e+005,5.71573960552993e+007
8.70963589956078e+001	-2.14386653922421e+005,5.58563348781513e+007
8.91250938133743e+001	-2.14386653922421e+005,5.45848894691018e+007
9.12010839355907e+001	-2.14386653922421e+005,5.33423856909652e+007
9.33254300796988e+001	-2.14386653922421e+005,5.21281647517919e+007
9.54992586021433e+001	-2.14386653922422e+005,5.09415828555678e+007
9.77237220955808e+001	-2.14386653922422e+005,4.97820108608653e+007
9.99999999999997e+001	-2.14386653922422e+005,4.86488339472641e+007
1.02329299228075e+002	-2.14386653922422e+005,4.75414512893651e+007
1.04712854805090e+002	-2.14386653922422e+005,4.64592757382253e+007
1.07151930523760e+002	-2.14386653922422e+005,4.54017335100431e+007
1.09647819614318e+002	-2.14386653922422e+005,4.43682638819309e+007
1.12201845430196e+002	-2.14386653922422e+005,4.33583188946122e+007
1.14815362149688e+002	-2.14386653922422e+005,4.23713630618868e+007
1.17489755493953e+002	-2.14386653922422e+005,4.14068730867080e+007
1.20226443461741e+002	-2.14386653922422e+005,4.04643375837245e+007
1.23026877081238e+002	-2.14386653922422e+005,3.95432568081368e+007
1.25892541179416e+002	-2.14386653922423e+005,3.86431423907256e+007
1.28824955169313e+002	-2.14386653922423e+005,3.77635170789125e+007
1.31825673855640e+002	-2.14386653922423e+005,3.69039144837138e+007
1.34896288259165e+002	-2.14386653922423e+005,3.60638788324555e+007
1.38038426460288e+002	-2.14386653922423e+005,3.52429647271160e+007
1.41253754462275e+002	-2.14386653922423e+005,3.44407369081705e+007
1.44543977074592e+002	-2.14386653922423e+005,3.36567700238109e+007
1.47910838816820e+002	-2.14386653922423e+005,3.28906484044179e+007
1.51356124843620e+002	-2.14386653922423e+005,3.21419658421681e+007
1.54881661891248e+002	-2.14386653922424e+005,3.14103253756571e+007
1.58489319246111e+002	-2.14386653922424e+005,3.06953390794250e+007
1.62181009735892e+002	-2.14386653922424e+005,2.99966278582737e+007
1.65958690743755e+002	-2.14386653922424e+005,2.93138212462651e+007
1.69824365246174e+002	-2.14386653922424e+005,2.86465572102957e+007
1.73780082874937e+002	-2.14386653922425e+005,2.79944819581411e+007
1.77827941003892e+002	-2.14386653922425e+005,2.73572497508715e+007
1.81970085860998e+002	-2.14386653922425e+005,2.67345227195358e+007
1.86208713666286e+002	-2.14386653922425e+005,2.61259706860193e+007
1.90546071796324e+002	-2.14386653922426e+005,2.55312709879786e+007
1.94984459975804e+002	-2.14386653922426e+005,2.49501083077620e+007
1.99526231496887e+002	-2.14386653922426e+005,2.43821745052240e+007
2.04173794466952e+002	-2.14386653922426e+005,2.38271684543448e+007
2.08929613085403e+002	-2.14386653922427e+005,2.32847958835700e+007
2.13796208950222e+002	-2.14386653922427e+005,2.27547692197834e+007
2.18776162394954e+002	-2.14386653922427e+005,2.22368074358321e+007
2.23872113856833e+002	-2.14386653922428e+005,2.17306359015222e+007
2.29086765276776e+002	-2.14386653922428e+005,2.12359862380063e+007
2.34422881531991e+002	-2.14386653922428e+005,2.07525961754853e+007
2.39883291901948e+002	-2.14386653922429e+005,2.02802094141496e+007
2.45470891568502e+002	-2.14386653922429e+005,1.98185754882856e+007
2.51188643150957e+002	-2.14386653922430e+005,1.93674496334753e+007
2.57039578276885e+002	-2.14386653922430e+005,1.89265926568192e+007
2.63026799189537e+002	-2.14386653922430e+005,1.84957708101128e+007
2.69153480392690e+002	-2.14386653922431e+005,1.80747556659104e+007
2.75422870333816e+002	-2.14386653922431e+005,1.76633239964098e+007
2.81838293126444e+002	-2.14386653922432e+005,1.72612576550938e+007
2.88403150312659e+002	-2.14386653922432e+005,1.68683434610662e+007
2.95120922666637e+002	-2.14386653922433e+005,1.64843730860207e+007
3.01995172040200e+002	-2.14386653922434e+005,1.61091429437818e+007
3.09029543251358e+002	-2.14386653922434e+005,1.57424540823614e+007
3.16227766016837e+002	-2.14386653922435e+005,1.53841120784715e+007
3.23593656929627e+002	-2.14386653922436e+005,1.50339269344385e+007
3.31131121482590e+002	-2.14386653922437e+005,1.46917129774636e+007
3.38844156139201e+002	-2.14386653922437e+005,1.43572887611771e+007
3.46736850452530e+002	-2.14386653922438e+005,1.40304769694331e+007
3.54813389233574e+002	-2.14386653922439e+005,1.37111043222935e+007
3.63078054770100e+002	-2.14386653922440e+005,1.33990014841535e+007
3.71535229097171e+002	-2.14386653922441e+005,1.30940029739572e+007
3.80189396320559e+002	-2.14386653922442e+005,1.27959470774573e+007
3.89045144994279e+002	-2.14386653922443e+005,1.25046757614723e+007
3.98107170553495e+002	-2.14386653922444e+005,1.22200345900949e+007
4.07380277804111e+002	-2.14386653922445e+005,1.19418726428085e+007
4.16869383470333e+002	-2.14386653922446e+005,1.16700424344667e+007
4.26579518801591e+002	-2.14386653922447e+005,1.14043998370949e+007
4.36515832240164e+002	-2.14386653922449e+005,1.11448040034718e+007
4.46683592150961e+002	-2.14386653922450e+005,1.08911172924502e+007
4.57088189614873e+002	-2.14386653922451e+005,1.06432051959781e+007
4.67735141287196e+002	-2.14386653922453e+005,1.04009362677804e+007
4.78630092322636e+002	-2.14386653922454e+005,1.01641820536646e+007
4.89778819368444e+002	-2.14386653922456e+005,9.93281702341240e+006
5.01187233627270e+002	-2.14386653922458e+005,9.70671850422243e+006
5.12861383991362e+002	-2.14386653922459e+005,9.48576661566700e+006
5.24807460249770e+002	-2.14386653922461e+005,9.26984420613017e+006
5.37031796370250e+002	-2.14386653922463e+005,9.05883679069231e+006
5.49540873857622e+002	-2.14386653922465e+005,8.85263249042877e+006
5.62341325190346e+002	-2.14386653922467e+005,8.65112197309009e+006
5.75439937337154e+002	-2.14386653922469e+005,8.45419839513268e+006
5.88843655355586e+002	-2.14386653922472e+005,8.26175734506892e+006
6.02559586074355e+002	-2.14386653922474e+005,8.07369678810680e+006
6.16595001861479e+002	-2.14386653922477e+005,7.88991701204974e+006
6.30957344480190e+002	-2.14386653922479e+005,7.71032057442788e+006
6.45654229034652e+002	-2.14386653922482e+005,7.53481225083273e+006
6.60693448007592e+002	-2.14386653922485e+005,7.36329898442800e+006
6.76082975391978e+002	-2.14386653922488e+005,7.19568983660960e+006
6.91830970918933e+002	-2.14386653922492e+005,7.03189593878879e+006
7.07945784384134e+002	-2.14386653922495e+005,6.87183044527286e+006
7.24435960074986e+002	-2.14386653922498e+005,6.71540848721845e+006
7.41310241300914e+002	-2.14386653922502e+005,6.56254712763291e+006
7.58577575029180e+002	-2.14386653922506e+005,6.41316531740001e+006
7.76247116628688e+002	-2.14386653922510e+005,6.26718385230668e+006
7.94328234724277e+002	-2.14386653922514e+005,6.12452533104783e+006
8.12830516164095e+002	-2.14386653922519e+005,5.98511411418717e+006
8.31763771102666e+002	-2.14386653922523e+005,5.84887628405221e+006
8.51138038202372e+002	-2.14386653922528e+005,5.71573960554209e+006
8.70963589956076e+002	-2.14386653922533e+005,5.58563348782757e+006
8.91250938133741e+002	-2.14386653922539e+005,5.45848894692291e+006
9.12010839355905e+002	-2.14386653922544e+005,5.33423856910955e+006
9.33254300796986e+002	-2.14386653922550e+005,5.21281647519252e+006
9.54992586021431e+002	-2.14386653922556e+005,5.09415828557042e+006
9.77237220955805e+002	-2.14386653922563e+005,4.97820108610049e+006
9.99999999999994e+002	-2.14386653922569e+005,4.86488339474069e+006
1.02329299228075e+003	-2.14386653922576e+005,4.75414512895112e+006
1.04712854805089e+003	-2.14386653922584e+005,4.64592757383748e+006
1.07151930523760e+003	-2.14386653922592e+005,4.54017335101961e+006
1.09647819614318e+003	-2.14386653922600e+005,4.43682638820874e+006
1.12201845430196e+003	-2.14386653922608e+005,4.33583188947725e+006
1.14815362149688e+003	-2.14386653922617e+005,4.23713630620507e+006
1.17489755493952e+003	-2.14386653922626e+005,4.14068730868758e+006
1.20226443461741e+003	-2.14386653922636e+005,4.04643375838962e+006
1.23026877081237e+003	-2.14386653922646e+005,3.95432568083125e+006
1.25892541179416e+003	-2.14386653922657e+005,3.86431423909054e+006
1.28824955169313e+003	-2.14386653922668e+005,3.77635170790965e+006
1.31825673855640e+003	-2.14386653922680e+005,3.69039144839021e+006
1.34896288259165e+003	-2.14386653922693e+005,3.60638788326481e+006
1.38038426460288e+003	-2.14386653922705e+005,3.52429647273131e+006
1.41253754462275e+003	-2.14386653922719e+005,3.44407369083723e+006
1.44543977074592e+003	-2.14386653922733e+005,3.36567700240173e+006
1.47910838816820e+003	-2.14386653922748e+005,3.28906484046291e+006
1.51356124843620e+003	-2.14386653922764e+005,3.21419658423843e+006
1.54881661891247e+003	-2.14386653922780e+005,3.14103253758783e+006
1.58489319246110e+003	-2.14386653922797e+005,3.06953390796513e+006
1.62181009735892e+003	-2.14386653922815e+005,2.99966278585053e+006
1.65958690743755e+003	-2.14386653922834e+005,2.93138212465022e+006
1.69824365246173e+003	-2.14386653922853e+005,2.86465572105382e+006
1.73780082874936e+003	-2.14386653922874e+005,2.79944819583893e+006
1.77827941003891e+003	-2.14386653922896e+005,2.73572497511255e+006
1.81970085860997e+003	-2.14386653922918e+005,2.67345227197957e+006
1.86208713666286e+003	-2.14386653922942e+005,2.61259706862853e+006
1.90546071796323e+003	-2.14386653922967e+005,2.55312709882508e+006
1.94984459975803e+003	-2.14386653922993e+005,2.49501083080406e+006
1.99526231496887e+003	-2.14386653923020e+005,2.43821745055090e+006
2.04173794466952e+003	-2.14386653923049e+005,2.38271684546365e+006
2.08929613085403e+003	-2.14386653923079e+005,2.32847958838686e+006
2.13796208950222e+003	-2.14386653923111e+005,2.27547692200889e+006
2.18776162394954e+003	-2.14386653923144e+005,2.22368074361447e+006
2.23872113856832e+003	-2.14386653923179e+005,2.17306359018422e+006
2.29086765276776e+003	-2.14386653923215e+005,2.12359862383337e+006
2.34422881531991e+003	-2.14386653923253e+005,2.07525961758203e+006
2.39883291901947e+003	-2.14386653923293e+005,2.02802094144925e+006
2.45470891568501e+003	-2.14386653923335e+005,1.98185754886365e+006
2.51188643150956e+003	-2.14386653923379e+005,1.93674496338344e+006
2.57039578276885e+003	-2.14386653923425e+005,1.89265926571867e+006
2.63026799189536e+003	-2.14386653923474e+005,1.84957708104889e+006
2.69153480392690e+003	-2.14386653923525e+005,1.80747556662953e+006
2.75422870333815e+003	-2.14386653923578e+005,1.76633239968037e+006
2.81838293126443e+003	-2.14386653923634e+005,1.72612576554969e+006
2.88403150312659e+003	-2.14386653923693e+005,1.68683434614788e+006
2.95120922666636e+003	-2.14386653923755e+005,1.64843730864429e+006
3.01995172040199e+003	-2.14386653923820e+005,1.61091429442140e+006
3.09029543251357e+003	-2.14386653923888e+005,1.57424540828037e+006
3.16227766016836e+003	-2.14386653923960e+005,1.53841120789242e+006
3.23593656929626e+003	-2.14386653924035e+005,1.50339269349018e+006
3.31131121482589e+003	-2.14386653924114e+005,1.46917129779378e+006
3.38844156139200e+003	-2.14386653924197e+005,1.43572887616625e+006
3.46736850452529e+003	-2.14386653924284e+005,1.40304769699298e+006
3.54813389233573e+003	-2.14386653924376e+005,1.37111043228019e+006
3.63078054770099e+003	-2.14386653924472e+005,1.33990014846739e+006
3.71535229097170e+003	-2.14386653924573e+005,1.30940029744899e+006
3.80189396320558e+003	-2.14386653924679e+005,1.27959470780025e+006
3.89045144994278e+003	-2.14386653924791e+005,1.25046757620303e+006
3.98107170553494e+003	-2.14386653924909e+005,1.22200345906661e+006
4.07380277804110e+003	-2.14386653925033e+005,1.19418726433932e+006
4.16869383470332e+003	-2.14386653925163e+005,1.16700424350652e+006
4.26579518801589e+003	-2.14386653925301e+005,1.14043998377075e+006
4.36515832240162e+003	-2.14386653925445e+005,1.11448040040990e+006
4.46683592150960e+003	-2.14386653925597e+005,1.08911172930923e+006
4.57088189614871e+003	-2.14386653925757e+005,1.06432051966354e+006
4.67735141287194e+003	-2.14386653925926e+005,1.04009362684533e+006
4.78630092322634e+003	-2.14386653926104e+005,1.01641820543535e+006
4.89778819368442e+003	-2.14386653926291e+005,9.93281702411771e+005
5.01187233627268e+003	-2.14386653926489e+005,9.70671850494457e+005
5.12861383991361e+003	-2.14386653926697e+005,9.48576661640640e+005
5.24807460249768e+003	-2.14386653926917e+005,9.26984420688728e+005
5.37031796370248e+003	-2.14386653927149e+005,9.05883679146759e+005
5.49540873857620e+003	-2.14386653927394e+005,8.85263249122268e+005
5.62341325190344e+003	-2.14386653927652e+005,8.65112197390314e+005
5.75439937337152e+003	-2.14386653927925e+005,8.45419839596537e+005
5.88843655355584e+003	-2.14386653928213e+005,8.26175734592178e+005
6.02559586074353e+003	-2.14386653928517e+005,8.07369678898038e+005
6.16595001861477e+003	-2.14386653928838e+005,7.88991701294462e+005
6.30957344480188e+003	-2.14386653929178e+005,7.71032057534464e+005
6.45654229034650e+003	-2.14386653929536e+005,7.53481225177200e+005
6.60693448007590e+003	-2.14386653929915e+005,7.36329898539043e+005
6.76082975391976e+003	-2.14386653930316e+005,7.19568983759588e+005
6.91830970918931e+003	-2.14386653930739e+005,7.03189593979962e+005
7.07945784384132e+003	-2.14386653931187e+005,6.87183044630901e+005
7.24435960074984e+003	-2.14386653931659e+005,6.71540848828070e+005
7.41310241300911e+003	-2.14386653932158e+005,6.56254712872209e+005
7.58577575029177e+003	-2.14386653932684e+005,6.41316531851702e+005
7.76247116628685e+003	-2.14386653933239e+005,6.26718385345246e+005
7.94328234724275e+003	-2.14386653933824e+005,6.12452533222339e+005
8.12830516164092e+003	-2.14386653934439e+005,5.98511411539358e+005
8.31763771102664e+003	-2.14386653935085e+005,5.84887628529062e+005
8.51138038202369e+003	-2.14386653935761e+005,5.71573960681373e+005
8.70963589956073e+003	-2.14386653936467e+005,5.58563348913379e+005
8.91250938133738e+003	-2.14386653937201e+005,5.45848894826515e+005
9.12010839355902e+003	-2.14386653937961e+005,5.33423857048936e+005
9.33254300796983e+003	-2.14386653938742e+005,5.21281647661160e+005
9.54992586021428e+003	-2.14386653939538e+005,5.09415828703062e+005
9.77237220955802e+003	-2.14386653940339e+005,4.97820108760379e+005
9.99999999999991e+003	-2.14386653941136e+005,4.86488339628926e+005
1.02329299228075e+004	-2.14386653941910e+005,4.75414513054730e+005
1.04712854805089e+004	-2.14386653942640e+005,4.64592757548378e+005
1.07151930523760e+004	-2.14386653943301e+005,4.54017335271869e+005
1.09647819614318e+004	-2.14386653943858e+005,4.43682638996342e+005
1.12201845430195e+004	-2.14386653944270e+005,4.33583189129040e+005
1.14815362149687e+004	-2.14386653944489e+005,4.23713630807961e+005
1.17489755493952e+004	-2.14386653944460e+005,4.14068731062628e+005
1.20226443461740e+004	-2.14386653944125e+005,4.04643376039504e+005
1.23026877081237e+004	-2.14386653943424e+005,3.95432568290549e+005
1.25892541179416e+004	-2.14386653942306e+005,3.86431424123506e+005
1.28824955169312e+004	-2.14386653940733e+005,3.77635171012506e+005
1.31825673855640e+004	-2.14386653938692e+005,3.69039145067613e+005
1.34896288259164e+004	-2.14386653936197e+005,3.60638788561975e+005
1.38038426460287e+004	-2.14386653933303e+005,3.52429647515269e+005
1.41253754462274e+004	-2.14386653930093e+005,3.44407369332157e+005
1.44543977074591e+004	-2.14386653926680e+005,3.36567700494496e+005
1.47910838816819e+004	-2.14386653923189e+005,3.28906484306069e+005
1.51356124843619e+004	-2.14386653919744e+005,3.21419658688656e+005
1.54881661891247e+004	-2.14386653916455e+005,3.14103254028259e+005
1.58489319246110e+004	-2.14386653913408e+005,3.06953391070355e+005
1.62181009735891e+004	-2.14386653910661e+005,2.99966278863045e+005
1.65958690743755e+004	-2.14386653908244e+005,2.93138212747039e+005
1.69824365246173e+004	-2.14386653906166e+005,2.86465572391383e+005
1.73780082874936e+004	-2.14386653904415e+005,2.79944819873907e+005
1.77827941003891e+004	-2.14386653902971e+005,2.73572497805373e+005
1.81970085860997e+004	-2.14386653901805e+005,2.67345227496319e+005
1.86208713666285e+004	-2.14386653900886e+005,2.61259707165632e+005
1.90546071796323e+004	-2.14386653900183e+005,2.55312710189906e+005
1.94984459975803e+004	-2.14386653899665e+005,2.49501083392643e+005
1.99526231496886e+004	-2.14386653899305e+005,2.43821745372399e+005
2.04173794466951e+004	-2.14386653899081e+005,2.38271684868985e+005
2.08929613085402e+004	-2.14386653898971e+005,2.32847959166860e+005
2.13796208950221e+004	-2.14386653898957e+005,2.27547692534865e+005
2.18776162394953e+004	-2.14386653899025e+005,2.22368074701472e+005
2.23872113856832e+004	-2.14386653899161e+005,2.17306359364742e+005
2.29086765276775e+004	-2.14386653899356e+005,2.12359862736200e+005
2.34422881531990e+004	-2.14386653899602e+005,2.07525962117855e+005
2.39883291901947e+004	-2.14386653899890e+005,2.02802094511610e+005
2.45470891568501e+004	-2.14386653900217e+005,1.98185755260329e+005
2.51188643150956e+004	-2.14386653900576e+005,1.93674496719832e+005
2.57039578276884e+004	-2.14386653900965e+005,1.89265926961124e+005
2.63026799189536e+004	-2.14386653901381e+005,1.84957708502161e+005
2.69153480392689e+004	-2.14386653901822e+005,1.80747557068485e+005
2.75422870333814e+004	-2.14386653902285e+005,1.76633240382078e+005
2.81838293126443e+004	-2.14386653902771e+005,1.72612576977768e+005
2.88403150312658e+004	-2.14386653903278e+005,1.68683435046597e+005
2.95120922666636e+004	-2.14386653903806e+005,1.64843731305502e+005
3.01995172040199e+004	-2.14386653904354e+005,1.61091429892734e+005
3.09029543251356e+004	-2.14386653904924e+005,1.57424541288413e+005
3.16227766016835e+004	-2.14386653905515e+005,1.53841121259663e+005
3.23593656929625e+004	-2.14386653906127e+005,1.50339269829750e+005
3.31131121482588e+004	-2.14386653906762e+005,1.46917130270694e+005
3.38844156139199e+004	-2.14386653907420e+005,1.43572888118801e+005
3.46736850452528e+004	-2.14386653908102e+005,1.40304770212614e+005
3.54813389233572e+004	-2.14386653908810e+005,1.37111043752761e+005
3.63078054770098e+004	-2.14386653909544e+005,1.33990015383197e+005
3.71535229097169e+004	-2.14386653910305e+005,1.30940030293368e+005
3.80189396320557e+004	-2.14386653911096e+005,1.27959471340807e+005
3.89045144994277e+004	-2.14386653911917e+005,1.25046758193706e+005
3.98107170553493e+004	-2.14386653912771e+005,1.22200346492998e+005
4.07380277804108e+004	-2.14386653913658e+005,1.19418727033523e+005
4.16869383470331e+004	-2.14386653914581e+005,1.16700424963823e+005
4.26579518801588e+004	-2.14386653915541e+005,1.14043999004160e+005
4.36515832240161e+004	-2.14386653916541e+005,1.11448040682328e+005
4.46683592150958e+004	-2.14386653917582e+005,1.08911173586863e+005
4.57088189614870e+004	-2.14386653918667e+005,1.06432052637251e+005
4.67735141287193e+004	-2.14386653919798e+005,1.04009363370749e+005
4.78630092322633e+004	-2.14386653920977e+005,1.01641821245441e+005
4.89778819368441e+004	-2.14386653922206e+005,9.93281709591524e+004
5.01187233627267e+004	-2.14386653923489e+005,9.70671857838775e+004
5.12861383991359e+004	-2.14386653924827e+005,9.48576669153487e+004
5.24807460249767e+004	-2.14386653926224e+005,9.26984428374153e+004
5.37031796370247e+004	-2.14386653927683e+005,9.05883687008906e+004
5.49540873857619e+004	-2.14386653929207e+005,8.85263257165373e+004
5.62341325190343e+004	-2.14386653930799e+005,8.65112205618712e+004
5.75439937337151e+004	-2.14386653932462e+005,8.45419848014662e+004
5.88843655355583e+004	-2.14386653934200e+005,8.26175743204566e+004
6.02559586074351e+004	-2.14386653936017e+005,8.07369687709330e+004
6.16595001861475e+004	-2.14386653937916e+005,7.88991710309406e+004
6.30957344480186e+004	-2.14386653939901e+005,7.71032066757920e+004
6.45654229034648e+004	-2.14386653941977e+005,7.53481234614142e+004
6.60693448007589e+004	-2.14386653944148e+005,7.36329908194559e+004
6.76082975391974e+004	-2.14386653946419e+005,7.19568993638885e+004
6.91830970918929e+004	-2.14386653948795e+005,7.03189604088375e+004
7.07945784384130e+004	-2.14386653951280e+005,6.87183054973884e+004
7.24435960074982e+004	-2.14386653953880e+005,6.71540859411207e+004
7.41310241300909e+004	-2.14386653956600e+005,6.56254723701216e+004
7.58577575029175e+004	-2.14386653959447e+005,6.41316542932433e+004
7.76247116628683e+004	-2.14386653962426e+005,6.26718396683691e+004
7.94328234724272e+004	-2.14386653965543e+005,6.12452544824628e+004
8.12830516164090e+004	-2.14386653968806e+005,5.98511423411770e+004
8.31763771102661e+004	-2.14386653972221e+005,5.84887640678020e+004
8.51138038202367e+004	-2.14386653975796e+005,5.71573973113454e+004
8.70963589956071e+004	-2.14386653979538e+005,5.58563361635316e+004
8.91250938133735e+004	-2.14386653983455e+005,5.45848907845196e+004
9.12010839355899e+004	-2.14386653987556e+005,5.33423870371417e+004
9.33254300796980e+004	-2.14386653991848e+005,5.21281661294661e+004
9.54992586021425e+004	-2.14386653996343e+005,5.09415842654967e+004
9.77237220955799e+004	-2.14386654001048e+005,4.97820123038256e+004
9.99999999999988e+004	-2.14386654005975e+005,4.86488354240516e+004
1.02329299228074e+005	-2.14386654011134e+005,4.75414528007959e+004
1.04712854805089e+005	-2.14386654016535e+005,4.64592772851361e+004
1.07151930523759e+005	-2.14386654022191e+005,4.54017350932918e+004
1.09647819614317e+005	-2.14386654028113e+005,4.43682655023977e+004
1.12201845430195e+005	-2.14386654034314e+005,4.33583205531997e+004
1.14815362149687e+005	-2.14386654040808e+005,4.23713647595205e+004
1.17489755493952e+005	-2.14386654047609e+005,4.14068748243383e+004
1.20226443461740e+005	-2.14386654054730e+005,4.04643393623260e+004
1.23026877081237e+005	-2.14386654062188e+005,3.95432586287096e+004
1.25892541179415e+005	-2.14386654069999e+005,3.86431442542964e+004
1.28824955169312e+005	-2.14386654078178e+005,3.77635189865349e+004
1.31825673855639e+005	-2.14386654086745e+005,3.69039164364702e+004
1.34896288259164e+005	-2.14386654095717e+005,3.60638808314566e+004
1.38038426460287e+005	-2.14386654105114e+005,3.52429667735026e+004
1.41253754462274e+005	-2.14386654114955e+005,3.44407390031149e+004
1.44543977074591e+005	-2.14386654125263e+005,3.36567721685166e+004
1.47910838816819e+005	-2.14386654136060e+005,3.28906506001221e+004
1.51356124843619e+005	-2.14386654147369e+005,3.21419680901421e+004
1.54881661891246e+005	-2.14386654159215e+005,3.14103276772075e+004
1.58489319246109e+005	-2.14386654171622e+005,3.06953414358959e+004
1.62181009735891e+005	-2.14386654184619e+005,2.99966302710463e+004
1.65958690743754e+005	-2.14386654198234e+005,2.93138237167609e+004
1.69824365246172e+005	-2.14386654212495e+005,2.86465597399765e+004
1.73780082874935e+005	-2.14386654227435e+005,2.79944845485117e+004
1.77827941003890e+005	-2.14386654243085e+005,2.73572524034803e+004
1.81970085860996e+005	-2.14386654259481e+005,2.67345254359775e+004
1.86208713666284e+005	-2.14386654276658e+005,2.61259734679357e+004
1.90546071796322e+005	-2.14386654294653e+005,2.55312738370616e+004
1.94984459975802e+005	-2.14386654313507e+005,2.49501112257545e+004
1.99526231496885e+005	-2.14386654333260e+005,2.43821774939227e+004
2.04173794466950e+005	-2.14386654353956e+005,2.38271715156025e+004
2.08929613085401e+005	-2.14386654375641e+005,2.32847990192972e+004
2.13796208950220e+005	-2.14386654398362e+005,2.27547724319516e+004
2.18776162394952e+005	-2.14386654422171e+005,2.22368107264761e+004
2.23872113856831e+005	-2.14386654447119e+005,2.17306392727427e+004
2.29086765276774e+005	-2.14386654473263e+005,2.12359896919739e+004
2.34422881531989e+005	-2.14386654500660e+005,2.07525997144416e+004
2.39883291901946e+005	-2.14386654529372e+005,2.02802130404129e+004
2.45470891568500e+005	-2.14386654559463e+005,1.98185792042532e+004
2.51188643150955e+005	-2.14386654591001e+005,1.93674534416271e+004
2.57039578276883e+005	-2.14386654624056e+005,1.89265965597221e+004
2.63026799189535e+005	-2.14386654658703e+005,1.84957748104251e+004
2.69153480392688e+005	-2.14386654695021e+005,1.80747597663873e+004
2.75422870333813e+005	-2.14386654733091e+005,1.76633281999053e+004
2.81838293126442e+005	-2.14386654773001e+005,1.72612619645696e+004
2.88403150312657e+005	-2.14386654814841e+005,1.68683478795946e+004
2.95120922666635e+005	-2.14386654858708e+005,1.64843776167926e+004
3.01995172040197e+005	-2.14386654904702e+005,1.61091475901107e+004
3.09029543251355e+005	-2.14386654952928e+005,1.57424588476935e+004
3.16227766016834e+005	-2.14386655003499e+005,1.53841169663893e+004
3.23593656929624e+005	-2.14386655056532e+005,1.50339319486713e+004
3.31131121482586e+005	-2.14386655112151e+005,1.46917181218948e+004
3.38844156139198e+005	-2.14386655170486e+005,1.43572940398553e+004
3.46736850452527e+005	-2.14386655231674e+005,1.40304823865799e+004
3.54813389233570e+005	-2.14386655295859e+005,1.37111098823137e+004
3.63078054770096e+005	-2.14386655363194e+005,1.33990071916479e+004
3.71535229097167e+005	-2.14386655433839e+005,1.30940088337349e+004
3.80189396320556e+005	-2.14386655507963e+005,1.27959530945471e+004
3.89045144994275e+005	-2.14386655585744e+005,1.25046819411421e+004
3.98107170553492e+005	-2.14386655667372e+005,1.22200409378599e+004
4.07380277804107e+005	-2.14386655753043e+005,1.19418791644546e+004
4.16869383470329e+005	-2.14386655842969e+005,1.16700491360648e+004
4.26579518801586e+005	-2.14386655937369e+005,1.14044067250243e+004
4.36515832240160e+005	-2.14386656036477e+005,1.11448110844380e+004
4.46683592150957e+005	-2.14386656140540e+005,1.08911245735111e+004
4.57088189614868e+005	-2.14386656249818e+005,1.06432126845704e+004
4.67735141287191e+005	-2.14386656364587e+005,1.04009439717454e+004
4.78630092322631e+005	-2.14386656485137e+005,1.01641899812797e+004
4.89778819368439e+005	-2.14386656611776e+005,9.93282518342563e+003
5.01187233627265e+005	-2.14386656744830e+005,9.70672690589088e+003
5.12861383991357e+005	-2.14386656884641e+005,9.48577526879251e+003
5.24807460249765e+005	-2.14386657031573e+005,9.26985312110756e+003
5.37031796370245e+005	-2.14386657186013e+005,9.05884597855729e+003
5.49540873857616e+005	-2.14386657348366e+005,8.85264196291266e+003
5.62341325190341e+005	-2.14386657519063e+005,8.65113174267941e+003
5.75439937337148e+005	-2.14386657698560e+005,8.45420847513122e+003
5.88843655355580e+005	-2.14386657887340e+005,8.26176774967767e+003
6.02559586074349e+005	-2.14386658085912e+005,8.07370753250078e+003
6.16595001861473e+005	-2.14386658294816e+005,7.88992811246708e+003
6.30957344480184e+005	-2.14386658514623e+005,7.71033204827276e+003
6.45654229034646e+005	-2.14386658745933e+005,7.53482411678746e+003
6.60693448007586e+005	-2.14386658989384e+005,7.36331126257644e+003
6.76082975391971e+005	-2.14386659245645e+005,7.19570254857668e+003
6.91830970918926e+005	-2.14386659515424e+005,7.03190910790279e+003
